"STAR_NUMBER":"STAR_NAME":"Distance":"Equivalent Temperature":"star mass":"Star Radius":"STAR LUMINOSITY":"Stellar Type"
2029:"Pilon":803,701:NA:0,8:1,13:0,64:"G-5-V"
648:"Dainmar Majoris":488,176:2497:0,4:0,21:0,04:"M-4-V"
860:"Ferihegy":422,235:2998:0,3:0,56:0,07:"M-1-V"
1466:"Laureles":224,82:2441:0,1:0,25:0,02:"M-2-V"
763:"Eaglesham":138,701:2404:0,3:0,33:0,06:"M-8-V"
2238:"Sardis":309,331:5469:NA:1,03:0,7:"G-5-V"
1878:"Nis":312,667:3254:0,2:0,33:0,07:"M-3-V"
702:"Deweidewd":302,883:2947:0,2:0,64:0,08:"M-2-V"
3024:"Harris":814,835:2610:0,4:0,23:0,04:"M-3-V"
1444:"Lahti":451,425:3093:0,4:0,43:0,01:"M-2-V"
2408:"Sterling":204,247:2578:0,2:0,37:0,02:"M-7-V"
997:"Gravensteen":257,231:2709:0,4:0,14:0,04:"M-0-V"
498:"Cayuga":585,275:2717:0,4:NA:0,05:"M-3-V"
1375:"Klayne":242,665:2436:0,4:0,3:0,05:"M-5-V"
1942:"Onverwacht":697,57:5437:1:1,12:0,94:"G-5-V"
663:"Dar-es-Salaam":195,326:3959:0,8:0,9:0,3:"K-2-V"
1727:"Miyada":395,274:3437:0,3:0,14:0,05:"M-0-V"
49:"Al Jafr":413,007:3397:0,2:0,08:0,03:"M-0-V"
2412:"Stettin":451,621:5306:0,9:1,01:0,76:"G-5-V"
1846:"New Roland":401,342:2595:0,2:0,11:0,05:"M-5-V"
1790:"Nai-Stohl":72,411:2859:0,2:0,66:0,04:"M-2-V"
2253:"Sawyer":465,727:4868:0,7:0,85:0,34:"K-0-V"
2785:"Xenia":466,101:3839:0,6:0,79:0,17:"K-7-V"
668:"Dawn":376,42:5434:1:0,98:1,3:"G-2-V"
148:"Antietam":358,112:5197:0,7:0,7:0,15:"K-0-V"
230:"Azur":700,449:2773:0,1:0,61:0,01:"M-6-V"
2319:"Shiro":293,99:2904:0,3:0,56:0,02:"M-2-V"
614:"Covington":390,202:3326:0,4:0,66:0,03:"M-2-V"
1818:"New Britain":47,967:5471:0,9:1,03:1,2:"G-2-V"
1827:"New Exford":279,265:3227:0,3:0,27:0,06:"M-3-V"
2236:"Sappir":427,733:4015:0,8:0,82:0,52:"K-6-V"
289:"Belacruz":418,31:4052:NA:0,79:0,38:"K-3-V"
1864:"Nexus Ri":466,121:3934:0,7:0,96:0,52:"K-5-V"
2331:"Sierra":426,148:2874:0,3:0,48:0,01:"M-3-V"
2475:"Tamarind":281,545:2470:0,2:0,46:0,04:"M-7-V"
1474:"Leh":579,939:2712:0,3:0,58:0,07:"M-5-V"
3160:"Fairuza":507,043:2566:0,2:0,52:0,04:"M-2-V"
475:"Caripare":326,181:2803:0,2:0,65:0,03:"M-2-V"
1542:"Luzerne":373,112:3827:0,7:0,93:0,25:"K-3-V"
1881:"No Return":186,091:2470:0,3:0,48:0,06:"M-8-V"
1681:"Mercedes":408,409:3049:0,1:0,19:0,03:"M-3-V"
1261:"Jorvikland":372,77:2726:0,3:0,37:0,04:"M-5-V"
3044:"Wolf Orbital 82":691,654:2910:0,4:0,6:0,06:"M-3-V"
2382:"Sparrevohn":391,961:3370:0,4:0,67:0,01:"M-0-V"
412:"Buchlau":98,187:2522:0,4:0,08:0,03:"M-4-V"
2044:"Point Barrow":385,425:5327:0,8:0,97:0,71:"G-5-V"
2482:"Tania Australis":154,806:2871:0,1:0,36:0,05:"M-5-V"
200:"Atlas":290,432:5516:NA:0,99:1,01:"G-5-V"
1183:"Ilmachna":108,502:5367:0,9:0,97:1,4:"G-5-V"
2568:"Torrence":317,719:2886:0,1:0,44:0,04:"M-5-V"
1225:"Jaboatao":525,95:2641:0,3:0,31:0,08:"M-6-V"
3098:"Halkidik":1002,899:2407:0,3:0,2:0,08:"M-8-V"
2610:"Tylarzka":294,871:4111:0,6:0,71:0,19:"K-2-V"
2510:"Tellman's Mistake":394,825:4790:0,7:0,79:0,58:"K-2-V"
1374:"Klathan":178,057:2434:0,3:0,69:0,03:"M-7-V"
2251:"Savinsville":383,41:5356:1:1,15:0,82:"G-4-V"
3041:"Trinity":801,009:2994:0,3:0,54:0,02:"M-4-V"
1774:"Muridox":396,698:2558:0,2:0,41:0,06:"M-4-V"
2188:"Rudolpho":556,476:3247:0,3:0,15:0,03:"M-2-V"
2294:"Sharqah":366,158:4408:NA:0,8:0,24:"K-3-V"
3009:"Wismar":1269,059:2836:0,3:0,65:0,07:"M-3-V"
748:"Dubhe":72,383:2588:0,4:0,42:0,03:"M-4-V"
216:"Autumn Wind":188,951:3702:0,7:0,81:0,43:"K-7-V"
2490:"Taran's World":509,069:5226:1:1,05:0,67:"G-4-V"
3099:"Helvetia":994,56:4156:0,5:0,9:0,17:"K-6-V"
1144:"Hrafn":660,835:2664:0,1:0,65:0,06:"M-3-V"
2059:"Prato":404,055:2634:0,3:0,53:0,02:"M-5-V"
1358:"Kirbyville":509,729:3390:0,1:0,36:0,06:"M-1-V"
725:"Dnepropetrovsk":343,619:2929:0,2:0,25:0,03:"M-4-V"
2463:"Tabit":43,576:NA:0,3:0,6:0,06:"M-7-V"
1951:"Ormstown":479,676:2710:0,1:NA:0,06:"M-3-V"
1006:"Grobin":119,956:3910:0,7:0,95:0,55:"K-1-V"
2599:"Tuat":312,074:5252:0,9:0,96:1,29:"G-4-V"
339:"Blackstone":489,457:4784:0,5:0,84:0,29:"K-2-V"
347:"Blue Sava":74,657:2990:0,3:0,59:0,01:"M-2-V"
2387:"Spittal":349,575:2617:0,3:0,47:0,03:"M-3-V"
300:"Benet":269,224:3357:0,4:0,56:0,03:"M-1-V"
372:"Bossangoa":782,67:3005:0,2:0,32:0,01:"M-3-V"
481:"Carnac":235,037:2558:0,2:0,62:0,08:"M-5-V"
454:"Camlann":165,621:3166:0,3:0,6:0,03:"M-3-V"
1441:"Lackhove":474,296:3964:0,7:0,81:0,42:"K-7-V"
1635:"Mayenne":598,071:4813:NA:0,86:0,16:"K-2-V"
2028:"Pilkhua":208,949:2769:0,2:0,2:0,07:"M-1-V"
2245:"Sartu":453,73:2423:0,4:0,46:0,07:"M-5-V"
2923:"Sonnia":130,475:2814:0,2:0,58:0,02:"M-4-V"
2837:"Zhongshan":383,677:2789:0,1:0,66:0,05:"M-2-V"
1127:"Holt":114,158:4620:0,7:0,8:0,59:"K-3-V"
202:"Atreus":251,654:3713:0,6:0,76:0,37:"K-6-V"
1579:"Manassas":338,263:3065:0,4:0,56:0,03:"M-2-V"
954:"Gillfillan's Gold":488,659:4288:0,7:0,87:0,19:"K-5-V"
3081:"SLSC A0V.4900":1008,835:4347:0,6:0,79:0,57:"K-0-V"
2458:"Syrma":69,909:2818:0,3:0,46:0,05:"M-5-V"
249:"Bamburgh":622,487:2850:0,1:0,1:0,02:"M-5-V"
2296:"Shaul Khala":256,784:3928:0,6:0,76:0,16:"K-2-V"
2077:"Protection":451,875:NA:0,4:0,66:0,06:"M-2-V"
2986:"Bruges":1185,39:2929:0,4:0,37:0,03:"M-2-V"
859:"Feltre":362,666:3293:0,3:0,12:0,02:"M-2-V"
1037:"Halfway":266,805:5237:0,9:1,14:1,12:"G-2-V"
2583:"Triesting":398,404:3944:0,8:0,72:0,08:"K-1-V"
2324:"Shuen Wan":222,43:2872:0,3:0,09:0,06:"M-3-V"
679:"Delacruz":389,291:4119:0,8:0,76:0,08:"K-3-V"
2606:"Turtle Bay":429,02:2617:0,4:0,12:0,07:"M-7-V"
2954:"New Kent":1788,524:2747:0,3:0,18:0,02:"M-6-V"
139:"Anjin Muerto":591,69:2441:0,2:0,22:0,01:"M-8-V"
1286:"Kamenz":311,182:3790:0,7:0,78:0,45:"K-6-V"
1041:"Halla":552,862:4039:0,5:0,87:0,3:"K-3-V"
1223:"Izar":114,389:3096:0,2:0,16:0,04:"M-2-V"
2318:"Shiri":670,763:4155:0,6:0,86:0,15:"K-2-V"
930:"Gambilon":464,81:2895:0,3:0,57:0,04:"M-5-V"
1001:"Greeley":451,056:3207:0,4:0,53:0,02:"M-0-V"
662:"Daol":365,981:3923:0,7:0,77:0,43:"K-3-V"
1983:"Parakoila":348,886:4087:0,7:0,88:0,52:"K-5-V"
3113:"Interstellar Expeditions Base #22":1900,682:2589:0,2:0,51:0,07:"M-0-V"
2213:"Sakuranoki":324,442:3069:0,4:0,65:0,01:"M-2-V"
819:"Errai":52,627:3771:0,5:0,92:0,09:"K-3-V"
1414:"Krimari":468,344:2579:0,3:0,18:0,03:"M-7-V"
1545:"Lyndon":233,938:4371:0,5:0,9:0,55:"K-2-V"
1079:"Heidelburg":590,922:2532:0,1:0,44:0,07:"M-8-V"
1630:"Maule":247,314:3405:0,2:0,07:0,05:"M-2-V"
1740:"Molino":479,669:3522:0,2:NA:0,05:"M-1-V"
105:"Altona":508,068:3334:0,4:0,53:0,06:"M-1-V"
2212:"Sakhara":278,677:NA:0,9:1,07:0,61:"G-4-V"
2631:"Untran":423,854:2650:0,2:0,68:0,03:"M-4-V"
246:"Ballynure":259,651:3063:0,3:0,47:0,01:"M-2-V"
1760:"Morningside":171,72:2817:0,1:0,38:0,04:"M-3-V"
2200:"Sabik":58,472:3003:0,4:0,56:0,02:"M-2-V"
167:"Arcturus":191,109:2981:0,2:0,45:0,04:"M-2-V"
2539:"Thun":260,345:3001:0,3:0,57:0,05:"M-4-V"
2179:"Rosetta":515,238:5278:0,9:NA:1,32:"G-4-V"
94:"Alshain":284,884:3059:0,1:0,69:0,04:"M-3-V"
501:"Ceiba":767,962:2535:0,2:0,49:0,08:"M-7-V"
577:"Colinas":190,887:2561:0,1:0,47:0,08:"M-3-V"
1639:"McAffe":186,761:4782:NA:0,94:0,57:"K-1-V"
178:"Armaxa":231,722:4411:0,6:0,75:0,16:"K-4-V"
3058:"Refuel Base Gamma":1124,007:3810:0,5:0,73:0,54:"K-3-V"
774:"Eguilles":236,068:4687:0,7:0,72:0,42:"K-3-V"
2918:"Porthos":484,398:3134:0,1:0,68:0,06:"M-2-V"
90:"Alpheratz":525,519:2544:0,3:0,29:0,07:"M-2-V"
2796:"Yed Posterior":127,059:2525:NA:0,64:0,04:"M-7-V"
1938:"Olindo":519,3:2484:0,1:0,51:0,08:"M-3-V"
2186:"Rubigen":219,982:4364:0,5:0,81:0,41:"K-5-V"
2322:"Shoreham":250,439:2451:0,2:0,48:0,07:"M-1-V"
2080:"Purvo":265,626:2716:0,4:0,56:0,07:"M-3-V"
485:"Carstairs":159,166:2754:0,4:0,58:0,04:"M-3-V"
2297:"Shaun":332,358:4150:0,5:0,94:0,23:"K-0-V"
3022:"Ghent":1183,486:5345:1:1,03:0,6:"G-2-V"
1975:"Palos":134,632:2452:0,2:0,69:0,03:"M-3-V"
2310:"Shimonita":124,883:2757:0,2:0,33:0,05:"M-4-V"
2933:"Eden":1619,256:2537:0,1:0,3:0,05:"M-3-V"
1800:"Nashira":58,302:3034:0,4:0,6:0,05:"M-2-V"
891:"Foochow":131,957:4777:0,7:0,93:0,15:"K-2-V"
803:"Enders Cluster":452,549:3345:0,2:0,68:0,07:"M-1-V"
2173:"Rondon":727,218:3481:0,3:0,69:0,03:"M-0-V"
434:"Calafell":388,99:2745:0,4:0,28:0,04:"M-2-V"
892:"Foot Fall":144,984:3143:0,3:0,44:0,03:"M-1-V"
91:"Alrakis":84,276:4155:0,6:0,95:0,56:"K-2-V"
2897:"Dormandaine":473,168:4041:0,5:0,95:0,44:"K-3-V"
2896:"Diik":705,361:3113:0,1:0,08:0,04:"M-2-V"
1671:"Memphis":579,783:2525:0,4:0,46:0,03:"M-5-V"
363:"Bonneau":429,618:4442:0,8:0,82:0,11:"K-3-V"
1609:"Marik":109,575:2550:0,4:0,26:0,06:"M-5-V"
2237:"Saravan":331,428:2968:0,1:0,25:0,07:"M-2-V"
3104:"Thasos":970,102:3327:0,4:NA:0,04:"M-1-V"
495:"Catroxx":97,864:5437:1:1,13:1,23:"G-5-V"
708:"Dicallus":506,271:2566:0,4:0,23:0,05:"M-3-V"
582:"Commonwealth Mining Outpost 26":366,003:3862:0,8:0,94:0,34:"K-0-V"
2615:"Ugland":567,986:5299:0,9:0,99:0,78:"G-2-V"
2970:"Zara":1800,775:4084:0,7:0,72:0,34:"K-3-V"
318:"Bettendorf":266,202:2714:0,2:0,69:0,08:"M-5-V"
1334:"Kesai":384,95:2431:0,4:0,64:0,01:"M-8-V"
671:"De Berry":451,018:2478:0,4:0,69:0,07:"M-6-V"
2865:"Islington":532,028:2773:0,4:0,24:0,01:"M-2-V"
330:"Birmensdorf":469,209:2628:0,4:NA:0,08:"M-2-V"
2520:"Tetski":491,614:3023:0,4:0,48:0,04:"M-3-V"
118:"Amity":132,585:3178:NA:0,27:0,06:"M-2-V"
78:"All Dawn":484,442:3929:0,6:0,89:0,16:"K-5-V"
50:"Al Jubaylah":336,451:5324:1:NA:1,13:"G-4-V"
3124:"Star Cluster 752":1375,885:3072:0,1:0,67:0,02:"M-4-V"
592:"Coopertown":546,037:3728:0,7:0,81:0,17:"K-7-V"
2079:"Pula":354,679:3718:0,7:0,94:0,09:"K-2-V"
2947:"Hoard":1880,135:2542:0,4:0,46:0,01:"M-7-V"
1925:"Ogano":226,856:4259:0,6:0,72:0,58:"K-2-V"
1598:"Mao":579,089:4125:NA:0,94:0,31:"K-6-V"
1246:"Jeppens":600,4:2650:0,3:0,42:0,02:"M-2-V"
1853:"New Sumatra":153,524:2759:NA:0,66:0,04:"M-1-V"
1541:"Luxen":504,406:3154:0,2:0,45:0,06:"M-3-V"
1645:"McKenna":147,988:4114:0,7:0,77:0,09:"K-6-V"
1167:"Icar":422,139:4572:0,6:0,85:0,3:"K-3-V"
1332:"Kern":404,238:4312:0,6:0,9:0,49:"K-2-V"
2643:"Vakarel":379,267:3813:0,6:0,77:0,08:"K-7-V"
1996:"Pattonsbrug":377,185:2502:0,1:0,45:0,05:"M-6-V"
2471:"Tallassee":146,829:2564:0,3:0,16:0,06:"M-5-V"
2451:"Swartklip":487,555:2824:0,2:0,63:0,03:"M-6-V"
100:"Altenmarkt":224,223:2644:0,2:0,08:0,04:"M-3-V"
397:"Brixtana":459,358:2441:0,3:0,1:0,04:"M-8-V"
1805:"Neerabup":475,797:5802:0,8:1,05:0,7:"G-2-V"
2580:"Trent":144,069:3144:0,4:0,45:0,02:"M-3-V"
701:"Devin":351,772:2824:0,4:0,13:0,06:"M-5-V"
441:"Calingasta":695,305:2809:0,2:0,17:0,04:"M-4-V"
496:"Cavalor":392,55:2874:0,3:0,61:0,04:"M-4-V"
966:"Glenlivet":175,141:2937:0,2:0,53:0,07:"M-2-V"
2800:"Ylemelke":508,828:NA:0,3:0,53:0,01:"M-1-V"
2337:"Silkeborg":259,715:2439:0,1:0,49:0,07:"M-5-V"
1840:"New Mendham":188,716:4717:0,6:NA:0,3:"K-1-V"
322:"Bhykov":238,808:3339:0,3:0,52:0,04:"M-2-V"
2062:"Premana":371,655:5224:0,9:1:1,14:"G-4-V"
1271:"Junior":399,621:4466:0,6:0,78:0,33:"K-3-V"
2081:"Pusht-i-rud":510,364:2732:0,3:0,55:0,04:"M-6-V"
760:"Dyev":41,191:4592:0,7:0,79:0,48:"K-2-V"
1718:"Mira":115,735:5789:1:1,02:0,61:"G-2-V"
3120:"Pharos":796,049:3930:0,5:0,83:0,37:"K-6-V"
2789:"Xinyang":251,825:4339:0,7:0,95:0,28:"K-2-V"
2055:"Portland":516,729:3863:0,5:0,79:0,28:"K-5-V"
1093:"Hephzibah":487,236:4694:0,5:0,88:0,12:"K-3-V"
2681:"Vibrunum":531,858:2991:0,4:NA:0,03:"M-3-V"
2258:"Schererville":350,463:2496:0,2:0,49:0,06:"M-8-V"
1448:"Lamu":239,315:3992:0,5:0,73:0,4:"K-7-V"
170:"Arganda":158,986:2672:0,2:0,61:0,07:"M-1-V"
563:"Claxton":264,639:NA:0,1:0,53:0,08:"M-5-V"
410:"Bryant":18,672:NA:0,7:0,88:0,38:"K-0-V"
1680:"Merak":134,73:2834:0,2:0,11:0,04:"M-2-V"
2386:"Spirit":251,914:4749:0,7:0,92:0,21:"K-2-V"
3033:"Star Cluster P24":1572,035:5685:0,9:0,98:1,13:"G-2-V"
131:"Andurien":317,943:4057:0,8:0,76:0,5:"K-2-V"
767:"Ebro":578,462:2958:0,3:0,51:0,07:"M-5-V"
1121:"Hoensbroek":502,638:3927:0,5:0,89:0,37:"K-1-V"
766:"Ebensburg":383,58:5435:0,8:1,05:0,62:"G-2-V"
2341:"Simone":541,312:4213:0,6:0,74:0,12:"K-2-V"
2217:"Salisberg":553,449:3979:0,7:0,74:0,51:"K-3-V"
1426:"Kurvasa":353,826:NA:0,3:0,39:0,05:"M-1-V"
2375:"Songgang":444,104:3705:0,5:0,71:0,4:"K-2-V"
10:"Aboukir":509,023:4234:0,8:0,89:0,35:"K-5-V"
2420:"Stratford":527,715:4139:0,7:0,76:0,39:"K-6-V"
1384:"Kockengen":187,347:2951:0,1:0,46:0,07:"M-1-V"
1513:"Lone Star":50,631:NA:0,2:0,12:0,07:"M-2-V"
2767:"Wittington":437,116:2565:0,2:0,22:0,02:"M-2-V"
1910:"Numki":206,969:3150:0,4:0,69:0,03:"M-1-V"
366:"Bora":162,434:2468:0,4:0,68:0,01:"M-3-V"
337:"Black Earth":433,006:3024:0,1:0,59:0,07:"M-3-V"
3128:"Albaracht":672,787:3256:0,1:0,07:0,08:"M-3-V"
1430:"Kwamashu":269,938:3010:0,2:0,49:0,07:"M-0-V"
2328:"Sichuan":114,02:3770:0,7:0,71:0,3:"K-2-V"
660:"Dansur":323,89:2520:0,2:0,12:0,07:"M-2-V"
540:"Chilung":276,327:5227:1:1,13:1,3:"G-4-V"
593:"Cor Caroli":64,191:5032:0,5:0,83:0,3:"K-0-V"
2969:"York":1808,4:2703:0,2:0,24:0,06:"M-1-V"
2571:"Totness":686,633:3351:0,1:0,53:0,06:"M-2-V"
1673:"Menion":436,558:2416:NA:0,31:0,06:"M-5-V"
1592:"Mannedorf":232,161:2792:0,1:0,62:0,07:"M-2-V"
1666:"Melilla":572,121:3227:0,4:0,65:0,08:"M-2-V"
948:"Ghorepani":406,613:2408:0,3:0,12:0,02:"M-7-V"
2323:"Shubuta":476,097:3528:0,3:0,22:0,08:"M-1-V"
1898:"Nouveau Toulouse":290,756:4042:NA:0,91:0,56:"K-6-V"
2683:"Vicksland":287,646:3283:0,2:0,4:0,01:"M-1-V"
3001:"Lynn":1024,177:4780:0,5:0,91:0,15:"K-2-V"
1941:"Omagh":260,814:3780:0,6:0,93:0,41:"K-6-V"
2887:"Carthage":505,07:4351:0,7:0,72:0,29:"K-2-V"
727:"Dol":282,033:NA:0,7:0,87:0,42:"K-0-V"
690:"Denebola":37,878:2716:0,4:0,1:0,04:"M-2-V"
477:"Carmacks":299,777:5480:0,9:0,98:1,47:"G-3-V"
3089:"Star Cluster 1108":1988,435:2739:0,1:0,66:0,07:"M-0-V"
1298:"Karlstejn":295,459:5407:0,9:1,09:1,16:"G-2-V"
2307:"Shibukawa":217,167:3969:0,7:0,88:0,44:"K-0-V"
634:"Cumbres":253,892:2904:0,3:0,21:0,01:"M-4-V"
2401:"Star's End":440,098:3059:0,1:0,22:0,04:"M-1-V"
2997:"Kampen":1170,539:3913:0,7:0,76:0,53:"K-7-V"
1937:"Oligar":285,327:2911:0,1:0,61:0,05:"M-2-V"
1312:"Kawabe":276,251:2969:0,2:NA:0,06:"M-5-V"
311:"Beta":414,343:2934:0,2:0,56:0,02:"M-2-V"
2193:"Ryde":102,323:2770:0,4:0,17:0,06:"M-4-V"
1255:"Jodipur":475,603:2483:0,2:0,32:0,03:"M-3-V"
1543:"Lyceum":435,249:3914:NA:0,73:0,51:"K-0-V"
328:"Binyang":371,027:2662:0,2:0,47:0,05:"M-1-V"
3059:"Rim Worlds Republic Outpost #27":874,736:2411:0,1:0,09:0,04:"M-0-V"
2284:"Setubal":241,592:3302:0,4:0,1:0,07:"M-2-V"
2645:"Valasha":596,118:2775:0,2:0,11:0,04:"M-3-V"
2803:"York":302,048:3100:0,3:0,63:0,02:"M-4-V"
1829:"New Galicia":424,916:2513:NA:0,67:0,03:"M-7-V"
2496:"Tatopani":475,226:4109:0,5:0,77:0,54:"K-3-V"
2779:"Wrociaw":320,163:2811:0,3:0,12:0,05:"M-2-V"
2534:"Thirty Weight":289,985:3885:0,5:0,71:0,42:"K-6-V"
1679:"Mentasta":263,396:4280:0,8:0,78:0,52:"K-5-V"
539:"Chillon":333,085:2634:0,4:0,14:0,04:"M-3-V"
2110:"Rajkot":375,164:3145:0,2:0,39:0,08:"M-1-V"
360:"Bonaire":106,001:4195:0,5:0,82:0,32:"K-3-V"
1584:"Mandate":154,096:4066:0,5:0,81:0,47:"K-3-V"
810:"Enzesfled":401,763:2445:0,3:0,47:0,04:"M-5-V"
1551:"Machida":402,127:2953:0,1:0,22:0,08:"M-3-V"
913:"Gabenstad":530,542:2682:0,2:0,46:0,04:"M-2-V"
1303:"Katinka":476,011:2462:0,3:NA:0,04:"M-8-V"
2271:"Segerica":407,856:2431:NA:0,35:0,08:"M-7-V"
2955:"Niles":1710,975:3116:0,1:0,26:0,02:"M-4-V"
1712:"Minderoo":298,972:2699:0,4:0,28:0,02:"M-4-V"
2470:"Tall Trees":66,747:3633:0,3:0,22:0,05:"M-0-V"
2260:"Schiedam":359,472:3111:0,2:0,21:0,01:"M-2-V"
215:"Australia":419,99:2983:0,3:0,27:0,01:"M-1-V"
345:"Blue Diamond":186,129:2821:0,3:0,35:0,06:"M-2-V"
761:"Dyfed":248,172:4232:0,7:0,89:0,24:"K-2-V"
2368:"Sodus":294,484:4796:0,7:0,8:0,23:"K-2-V"
320:"Bhaktapur":82,246:3715:0,7:0,7:0,55:"K-4-V"
1370:"Kitzingen":228,012:4369:0,7:0,75:0,32:"K-3-V"
741:"Drienfontein":397,279:3022:0,4:0,49:0,08:"M-3-V"
2039:"Pleione":94,829:2857:0,3:0,23:0,01:"M-5-V"
2732:"Weatogue":293,765:NA:0,2:0,33:0,07:"M-2-V"
2424:"Sturgis":422,565:4748:0,5:0,82:0,14:"K-0-V"
885:"Florarda":258,921:3093:0,4:0,69:0,07:"M-3-V"
2929:"Albion":1792,847:4284:0,8:0,85:0,42:"K-5-V"
1107:"Hibuarius":412,56:4530:0,7:0,77:0,25:"K-3-V"
414:"Buckminster":155,649:2687:0,2:0,45:0,04:"M-7-V"
357:"Bogerth":265,277:5793:0,9:NA:1,3:"G-2-V"
406:"Brownsville":30,482:3110:0,4:0,55:0,08:"M-4-V"
3063:"The Eyes in the Dark":982,065:3779:0,5:0,73:0,48:"K-2-V"
1043:"Halmyre Deans":159,641:3939:0,8:0,86:0,3:"K-1-V"
675:"Defiance":438,118:4231:0,5:0,9:0,51:"K-4-V"
728:"Domain":250,282:2484:0,2:0,27:0,05:"M-5-V"
265:"Baryshevo":422,225:2408:0,2:0,23:0,03:"M-8-V"
2286:"Seven Lands":526,169:2419:0,4:0,27:0,07:"M-5-V"
2891:"Cogdell":540,747:2722:0,4:0,58:0,06:"M-2-V"
